count,source,target
1,ChEMBL:1005,DOID:4195
1,ChEMBL:1005,DOID:9970
1,ChEMBL:1005,OMIM:264120
1,ChEMBL:1005,OMIM:269870
1,ChEMBL:1005,OMIM:300148
1,ChEMBL:1005,OMIM:601665
1,ChEMBL:1005,OMIM:601794
1,ChEMBL:1005,OMIM:606772
1,ChEMBL:1005,OMIM:608624
1,ChEMBL:1005,OMIM:612469
1,ChEMBL:1005,OMIM:613886
1,ChEMBL:1005,OMIM:616188
1,ChEMBL:1005,OMIM:617296
1,ChEMBL:1009,DOID:0050659
7,ChEMBL:1009,DOID:0060367
7,ChEMBL:1009,DOID:0060370
7,ChEMBL:1009,DOID:0060371
7,ChEMBL:1009,DOID:0060372
7,ChEMBL:1009,DOID:0060892
7,ChEMBL:1009,DOID:0060894
7,ChEMBL:1009,DOID:0060895
7,ChEMBL:1009,DOID:0060897
7,ChEMBL:1009,DOID:0060898
7,ChEMBL:1009,DOID:0060900
7,ChEMBL:1009,DOID:14330
1,ChEMBL:1009,DOID:679
1,ChEMBL:1009,OMIM:147050
7,ChEMBL:1009,OMIM:168100
7,ChEMBL:1009,OMIM:168600
7,ChEMBL:1009,OMIM:168601
7,ChEMBL:1009,OMIM:260300
7,ChEMBL:1009,OMIM:260540
7,ChEMBL:1009,OMIM:300557
7,ChEMBL:1009,OMIM:556500
7,ChEMBL:1009,OMIM:600116
7,ChEMBL:1009,OMIM:602404
1,ChEMBL:1009,OMIM:603165
7,ChEMBL:1009,OMIM:605543
1,ChEMBL:1009,OMIM:605803
1,ChEMBL:1009,OMIM:605804
1,ChEMBL:1009,OMIM:605805
1,ChEMBL:1009,OMIM:605844
1,ChEMBL:1009,OMIM:605845
7,ChEMBL:1009,OMIM:605909
7,ChEMBL:1009,OMIM:606324
7,ChEMBL:1009,OMIM:607060
7,ChEMBL:1009,OMIM:607688
7,ChEMBL:1009,OMIM:610297
7,ChEMBL:1009,OMIM:612953
1,ChEMBL:1009,OMIM:613064
7,ChEMBL:1009,OMIM:613164
1,ChEMBL:1009,OMIM:613518
1,ChEMBL:1009,OMIM:613519
7,ChEMBL:1009,OMIM:613643
7,ChEMBL:1009,OMIM:614203
7,ChEMBL:1009,OMIM:614251
7,ChEMBL:1009,OMIM:615528
7,ChEMBL:1009,OMIM:615530
7,ChEMBL:1009,OMIM:616361
7,ChEMBL:1009,OMIM:616710
7,ChEMBL:1009,OMIM:616840
1,ChEMBL:1016,DOID:10762
1,ChEMBL:1016,DOID:10763
1,ChEMBL:1016,DOID:11271
1,ChEMBL:1016,DOID:9653
1,ChEMBL:1016,OMIM:112410
1,ChEMBL:1016,OMIM:120440
1,ChEMBL:1016,OMIM:137920
1,ChEMBL:1016,OMIM:145500
1,ChEMBL:1016,OMIM:161900
1,ChEMBL:1016,OMIM:166990
1,ChEMBL:1016,OMIM:226980
1,ChEMBL:1016,OMIM:500002
1,ChEMBL:1016,OMIM:500005
1,ChEMBL:1016,OMIM:520000
1,ChEMBL:1016,OMIM:603918
1,ChEMBL:1016,OMIM:603933
1,ChEMBL:1016,OMIM:604329
1,ChEMBL:1016,OMIM:605115
1,ChEMBL:1016,OMIM:607329
1,ChEMBL:1016,OMIM:608622
1,ChEMBL:1016,OMIM:608742
1,ChEMBL:1016,OMIM:610261
1,ChEMBL:1016,OMIM:610262
1,ChEMBL:1016,OMIM:610948
1,ChEMBL:1016,OMIM:611014
1,ChEMBL:1016,OMIM:612623
1,ChEMBL:1016,OMIM:612624
1,ChEMBL:1016,OMIM:612628
1,ChEMBL:1016,OMIM:612633
1,ChEMBL:1016,OMIM:612634
1,ChEMBL:1016,OMIM:612635
1,ChEMBL:1016,OMIM:614231
1,ChEMBL:1016,OMIM:617068
1,ChEMBL:1016,OMIM:617222
1,ChEMBL:1016,OMIM:617223
1,ChEMBL:1017,DOID:0014667
1,ChEMBL:1017,DOID:0050010
1,ChEMBL:1017,DOID:0050013
1,ChEMBL:1017,DOID:0050032
1,ChEMBL:1017,DOID:0050117
1,ChEMBL:1017,DOID:0050139
1,ChEMBL:1017,DOID:0050155
1,ChEMBL:1017,DOID:0050177
1,ChEMBL:1017,DOID:0050226
1,ChEMBL:1017,DOID:0050257
1,ChEMBL:1017,DOID:0050258
1,ChEMBL:1017,DOID:0050309
1,ChEMBL:1017,DOID:0050337
1,ChEMBL:1017,DOID:0050363
1,ChEMBL:1017,DOID:0050403
1,ChEMBL:1017,DOID:0050501
1,ChEMBL:1017,DOID:0050517
2,ChEMBL:1017,DOID:0050524
1,ChEMBL:1017,DOID:0050539
1,ChEMBL:1017,DOID:0050583
1,ChEMBL:1017,DOID:0050730
1,ChEMBL:1017,DOID:0050735
1,ChEMBL:1017,DOID:0050736
1,ChEMBL:1017,DOID:0050737
1,ChEMBL:1017,DOID:0050738
1,ChEMBL:1017,DOID:0050824
1,ChEMBL:1017,DOID:0060001
1,ChEMBL:1017,DOID:0060035
1,ChEMBL:1017,DOID:0060044
1,ChEMBL:1017,DOID:0060056
1,ChEMBL:1017,DOID:0060129
1,ChEMBL:1017,DOID:0060161
1,ChEMBL:1017,DOID:0060166
1,ChEMBL:1017,DOID:0060651
1,ChEMBL:1017,DOID:0060878
1,ChEMBL:1017,DOID:0080006
1,ChEMBL:1017,DOID:0080009
1,ChEMBL:1017,DOID:0080010
1,ChEMBL:1017,DOID:0080012
1,ChEMBL:1017,DOID:0080208
1,ChEMBL:1017,DOID:0110152
1,ChEMBL:1017,DOID:0110155
1,ChEMBL:1017,DOID:0110197
1,ChEMBL:1017,DOID:0110198
1,ChEMBL:1017,DOID:0110199
1,ChEMBL:1017,DOID:0110200
1,ChEMBL:1017,DOID:0110203
1,ChEMBL:1017,DOID:0110204
1,ChEMBL:1017,DOID:0110205
1,ChEMBL:1017,DOID:0110206
1,ChEMBL:1017,DOID:0110208
1,ChEMBL:1017,DOID:0110211
1,ChEMBL:1017,DOID:0110212
2,ChEMBL:1017,DOID:0111099
2,ChEMBL:1017,DOID:0111100
2,ChEMBL:1017,DOID:0111101
2,ChEMBL:1017,DOID:0111102
2,ChEMBL:1017,DOID:0111103
2,ChEMBL:1017,DOID:0111104
2,ChEMBL:1017,DOID:0111105
2,ChEMBL:1017,DOID:0111106
2,ChEMBL:1017,DOID:0111107
2,ChEMBL:1017,DOID:0111108
2,ChEMBL:1017,DOID:0111109
2,ChEMBL:1017,DOID:0111110
2,ChEMBL:1017,DOID:0111111
1,ChEMBL:1017,DOID:0111167
1,ChEMBL:1017,DOID:1005
1,ChEMBL:1017,DOID:10123
1,ChEMBL:1017,DOID:1022
1,ChEMBL:1017,DOID:10304
1,ChEMBL:1017,DOID:10332
1,ChEMBL:1017,DOID:1045
1,ChEMBL:1017,DOID:10481
1,ChEMBL:1017,DOID:10489
1,ChEMBL:1017,DOID:10501
1,ChEMBL:1017,DOID:10505
1,ChEMBL:1017,DOID:10521
1,ChEMBL:1017,DOID:10528
1,ChEMBL:1017,DOID:10545
1,ChEMBL:1017,DOID:10575
1,ChEMBL:1017,DOID:1058
1,ChEMBL:1017,DOID:10911
1,ChEMBL:1017,DOID:11107
1,ChEMBL:1017,DOID:11110
1,ChEMBL:1017,DOID:11158
1,ChEMBL:1017,DOID:11166
1,ChEMBL:1017,DOID:11701
1,ChEMBL:1017,DOID:11705
1,ChEMBL:1017,DOID:11870
1,ChEMBL:1017,DOID:11897
1,ChEMBL:1017,DOID:11977
1,ChEMBL:1017,DOID:12096
1,ChEMBL:1017,DOID:12205
1,ChEMBL:1017,DOID:12221
1,ChEMBL:1017,DOID:12226
1,ChEMBL:1017,DOID:12256
1,ChEMBL:1017,DOID:12379
1,ChEMBL:1017,DOID:1242
1,ChEMBL:1017,DOID:12424
1,ChEMBL:1017,DOID:1247
1,ChEMBL:1017,DOID:12651
1,ChEMBL:1017,DOID:12667
1,ChEMBL:1017,DOID:12702
1,ChEMBL:1017,DOID:1273
1,ChEMBL:1017,DOID:1279
1,ChEMBL:1017,DOID:12819
1,ChEMBL:1017,DOID:12859
1,ChEMBL:1017,DOID:12927
1,ChEMBL:1017,DOID:12983
1,ChEMBL:1017,DOID:1301
1,ChEMBL:1017,DOID:13364
1,ChEMBL:1017,DOID:13487
1,ChEMBL:1017,DOID:13693
1,ChEMBL:1017,DOID:13817
1,ChEMBL:1017,DOID:13839
1,ChEMBL:1017,DOID:13869
1,ChEMBL:1017,DOID:1393
1,ChEMBL:1017,DOID:14001
1,ChEMBL:1017,DOID:14190
1,ChEMBL:1017,DOID:1427
1,ChEMBL:1017,DOID:14365
1,ChEMBL:1017,DOID:14419
1,ChEMBL:1017,DOID:14433
1,ChEMBL:1017,DOID:14467
1,ChEMBL:1017,DOID:14566
1,ChEMBL:1017,DOID:150
1,ChEMBL:1017,DOID:1557
1,ChEMBL:1017,DOID:16
1,ChEMBL:1017,DOID:17
1,ChEMBL:1017,DOID:1741
1,ChEMBL:1017,DOID:1923
1,ChEMBL:1017,DOID:2108
1,ChEMBL:1017,DOID:2212
1,ChEMBL:1017,DOID:2277
1,ChEMBL:1017,DOID:2351
1,ChEMBL:1017,DOID:238
1,ChEMBL:1017,DOID:2485
1,ChEMBL:1017,DOID:2742
1,ChEMBL:1017,DOID:2755
1,ChEMBL:1017,DOID:2916
1,ChEMBL:1017,DOID:2937
1,ChEMBL:1017,DOID:2947
1,ChEMBL:1017,DOID:3
1,ChEMBL:1017,DOID:3159
1,ChEMBL:1017,DOID:323
1,ChEMBL:1017,DOID:3299
1,ChEMBL:1017,DOID:3342
1,ChEMBL:1017,DOID:344
